filename,area,tilt_degree,bounding_box_coordinates,four_vertices_locations,license_plate_number,brightness,blurriness
0142762586806-90_268-225&428_448&493-445&493_226&491_225&428_448&431-0_0_3_25_32_31_33_33-114-66.jpg,0142762586806,90_268,225&428_448&493,445&493_226&491_225&428_448&431,0_0_3_25_32_31_33_33,114,66
3044100477430555556-90_93-117&472_536&578-536&578_141&576_117&472_531&473-0_0_3_24_32_29_30_25-87-189.jpg,3044100477430555556,90_93,117&472_536&578,536&578_141&576_117&472_531&473,0_0_3_24_32_29_30_25,87,189
0317274305556-90_258-126&465_470&558-470&554_143&558_126&467_462&465-0_0_3_24_33_30_30_31-70-35.jpg,0317274305556,90_258,126&465_470&558,470&554_143&558_126&467_462&465,0_0_3_24_33_30_30_31,70,35
04634765625-89_269-176&428_554&552-554&544_178&552_176&441_549&428-0_0_3_17_25_25_26_24-129-137.jpg,04634765625,89_269,176&428_554&552,554&544_178&552_176&441_549&428,0_0_3_17_25_25_26_24,129,137
3028295355902777777-90_92-196&485_489&583-489&583_200&583_196&485_486&486-0_0_3_17_25_25_26_31-151-163.jpg,3028295355902777777,90_92,196&485_489&583,489&583_200&583_196&485_486&486,0_0_3_17_25_25_26_31,151,163
0181184895833-90_93-222&457_464&532-461&532_222&532_222&460_464&457-0_0_3_24_33_32_24_26-117-68.jpg,0181184895833,90_93,222&457_464&532,461&532_222&532_222&460_464&457,0_0_3_24_33_32_24_26,117,68
031787109375-89_265-164&398_479&500-477&491_172&500_164&408_479&398-0_0_3_24_26_29_26_31-173-57.jpg,031787109375,89_265,164&398_479&500,477&491_172&500_164&408_479&398,0_0_3_24_26_29_26_31,173,57
3016083984375-90_94-213&514_456&581-456&581_229&580_213&517_452&514-0_0_3_17_25_25_26_31-156-152.jpg,3016083984375,90_94,213&514_456&581,456&581_229&580_213&517_452&514,0_0_3_17_25_25_26_31,156,152
0257335069444-90_266-212&481_520&565-514&565_217&561_212&481_520&485-0_0_3_24_32_32_27_31-81-380.jpg,0257335069444,90_266,212&481_520&565,514&565_217&561_212&481_520&485,0_0_3_24_32_32_27_31,81,380
3016178385416666666-92_89-293&466_506&542-505&542_293&530_295&466_506&477-1_0_5_4_26_24_30_24-116-47.jpg,3016178385416666666,92_89,293&466_506&542,505&542_293&530_295&466_506&477,1_0_5_4_26_24_30_24,116,47
3018391927083333332-87_102-263&493_489&575-480&562_264&575_263&501_489&493-0_0_3_25_25_33_32_30-127-76.jpg,3018391927083333332,87_102,263&493_489&575,480&562_264&575_263&501_489&493,0_0_3_25_25_33_32_30,127,76
3031174045138888887-90_95-192&436_530&529-524&529_194&525_192&436_530&451-0_0_3_24_25_24_30_29-95-101.jpg,3031174045138888887,90_95,192&436_530&529,524&529_194&525_192&436_530&451,0_0_3_24_25_24_30_29,95,101
0138943142361-90_257-266&483_463&554-463&554_278&540_266&483_457&484-0_0_3_24_33_32_27_28-95-16.jpg,0138943142361,90_257,266&483_463&554,463&554_278&540_266&483_457&484,0_0_3_24_33_32_27_28,95,16
0203569878472-88_271-293&430_550&509-550&503_294&509_293&441_539&430-0_0_3_24_32_32_32_29-109-47.jpg,0203569878472,88_271,293&430_550&509,550&503_294&509_293&441_539&430,0_0_3_24_32_32_32_29,109,47
0201399739583-89_264-200&443_469&518-469&517_207&518_200&449_468&443-0_0_3_24_25_30_31_31-94-66.jpg,0201399739583,89_264,200&443_469&518,469&517_207&518_200&449_468&443,0_0_3_24_25_30_31_31,94,66
0175-90_90-313&416_537&495-537&489_313&495_313&419_534&416-0_0_3_25_26_24_25_32-104-34.jpg,0175,90_90,313&416_537&495,537&489_313&495_313&419_534&416,0_0_3_25_26_24_25_32,104,34
3026553819444444446-88_98-254&477_520&577-512&564_254&577_254&485_520&477-0_0_3_24_30_25_29_25-63-60.jpg,3026553819444444446,88_98,254&477_520&577,512&564_254&577_254&485_520&477,0_0_3_24_30_25_29_25,63,60
0199565972222-91_263-180&448_422&531-413&528_180&531_190&448_422&457-0_0_3_24_26_25_27_32-145-125.jpg,0199565972222,91_263,180&448_422&531,413&528_180&531_190&448_422&457,0_0_3_24_26_25_27_32,145,125
0109982638889-91_91-252&464_433&525-432&525_252&520_252&464_433&466-0_0_3_24_33_29_29_24-200-82.jpg,0109982638889,91_91,252&464_433&525,432&525_252&520_252&464_433&466,0_0_3_24_33_29_29_24,200,82
0319552951389-90_252-208&406_518&509-518&509_234&494_208&406_502&411-0_0_3_24_33_33_33_25-41-36.jpg,0319552951389,90_252,208&406_518&509,518&509_234&494_208&406_502&411,0_0_3_24_33_33_33_25,41,36
3024625651041666665-91_102-272&423_539&516-521&516_272&507_284&423_539&428-0_0_3_24_33_32_25_27-113-27.jpg,3024625651041666665,91_102,272&423_539&516,521&516_272&507_284&423_539&428,0_0_3_24_33_32_25_27,113,27
0406184895833-88_265-184&386_551&497-551&491_194&497_184&401_546&386-0_0_3_24_27_30_28_33-103-61.jpg,0406184895833,88_265,184&386_551&497,551&491_194&497_184&401_546&386,0_0_3_24_27_30_28_33,103,61
3019140625-89_93-200&503_452&580-450&574_212&580_200&503_452&504-0_0_3_24_30_32_32_33-74-19.jpg,3019140625,89_93,200&503_452&580,450&574_212&580_200&503_452&504,0_0_3_24_30_32_32_33,74,19
0246473524306-90_266-192&459_487&543-486&543_197&540_192&459_487&460-0_0_3_24_26_28_27_33-143-335.jpg,0246473524306,90_266,192&459_487&543,486&543_197&540_192&459_487&460,0_0_3_24_26_28_27_33,143,335
0264322916667-91_259-204&408_494&500-494&500_217&491_204&408_485&418-0_0_3_24_30_30_33_25-83-38.jpg,0264322916667,91_259,204&408_494&500,494&500_217&491_204&408_485&418,0_0_3_24_30_30_33_25,83,38
02216145833333333-90_265-256&445_552&520-544&520_262&520_256&445_552&446-0_0_3_26_27_27_29_27-125-182.jpg,02216145833333333,90_265,256&445_552&520,544&520_262&520_256&445_552&446,0_0_3_26_27_27_29_27,125,182
0162923177083-90_263-221&415_452&486-452&484_228&486_221&419_451&415-0_0_3_24_33_32_26_32-105-69.jpg,0162923177083,90_263,221&415_452&486,452&484_228&486_221&419_451&415,0_0_3_24_33_32_26_32,105,69
302119357638888889-91_95-213&424_470&507-463&507_217&501_213&424_470&428-0_0_3_24_33_29_31_32-100-18.jpg,302119357638888889,91_95,213&424_470&507,463&507_217&501_213&424_470&428,0_0_3_24_33_29_31_32,100,18
0115885416667-87_263-290&447_468&513-468&503_298&513_290&460_462&447-0_0_3_24_33_30_25_32-137-97.jpg,0115885416667,87_263,290&447_468&513,468&503_298&513_290&460_462&447,0_0_3_24_33_30_25_32,137,97
0306206597222-90_267-223&472_563&563-557&563_226&561_223&472_563&474-0_0_3_24_33_33_26_27-152-264.jpg,0306206597222,90_267,223&472_563&563,557&563_226&561_223&472_563&474,0_0_3_24_33_33_26_27,152,264
0210872395833-92_262-203&414_449&501-449&501_209&486_203&414_442&427-0_0_3_25_33_24_32_25-123-103.jpg,0210872395833,92_262,203&414_449&501,449&501_209&486_203&414_442&427,0_0_3_25_33_24_32_25,123,103
0306206597222-89_103-130&481_462&574-462&567_158&574_130&493_443&481-0_0_3_27_33_24_26_32-140-252.jpg,0306206597222,89_103,130&481_462&574,462&567_158&574_130&493_443&481,0_0_3_27_33_24_26_32,140,252
3027256944444444445-90_93-207&468_521&555-521&552_217&555_207&472_517&468-0_0_3_24_29_30_27_30-80-128.jpg,3027256944444444445,90_93,207&468_521&555,521&552_217&555_207&472_517&468,0_0_3_24_29_30_27_30,80,128
0187923177083-91_258-223&333_474&409-465&409_236&407_223&333_474&341-0_0_3_24_28_29_30_30-112-24.jpg,0187923177083,91_258,223&333_474&409,465&409_236&407_223&333_474&341,0_0_3_24_28_29_30_30,112,24
0266525607639-90_260-153&458_472&542-472&541_165&542_153&461_470&458-0_0_3_25_29_29_30_30-101-101.jpg,0266525607639,90_260,153&458_472&542,472&541_165&542_153&461_470&458,0_0_3_25_29_29_30_30,101,101
0138335503472-90_263-270&418_479&484-479&484_276&477_270&418_468&420-0_0_3_24_31_27_30_33-111-26.jpg,0138335503472,90_263,270&418_479&484,479&484_276&477_270&418_468&420,0_0_3_24_31_27_30_33,111,26
30287109375-89_90-173&476_488&567-488&560_179&567_173&481_487&476-0_0_3_24_33_28_31_29-140-112.jpg,30287109375,89_90,173&476_488&567,488&560_179&567_173&481_487&476,0_0_3_24_33_28_31_29,140,112
3019752604166666667-91_95-188&422_434&503-434&503_208&496_188&422_430&427-0_0_3_24_33_30_30_33-112-126.jpg,3019752604166666667,91_95,188&422_434&503,434&503_208&496_188&422_430&427,0_0_3_24_33_30_30_33,112,126
303228732638888889-90_262-193&486_539&581-539&581_204&580_193&486_536&491-0_0_3_25_32_32_32_29-102-238.jpg,303228732638888889,90_262,193&486_539&581,539&581_204&580_193&486_536&491,0_0_3_25_32_32_32_29,102,238
0362065972222-90_268-195&466_539&572-539&564_198&572_195&471_532&466-0_0_3_24_27_32_31_31-70-22.jpg,0362065972222,90_268,195&466_539&572,539&564_198&572_195&471_532&466,0_0_3_24_27_32_31_31,70,22
3019618055555555555-93_92-289&517_515&605-509&605_296&589_289&517_515&525-0_0_3_24_25_29_25_26-114-113.jpg,3019618055555555555,93_92,289&517_515&605,509&605_296&589_289&517_515&525,0_0_3_24_25_29_25_26,114,113
0346354166667-88_102-216&461_501&584-486&570_216&584_233&461_501&472-1_0_3_24_33_31_29_31-93-71.jpg,0346354166667,88_102,216&461_501&584,486&570_216&584_233&461_501&472,1_0_3_24_33_31_29_31,93,71
302850911458333333-90_93-247&473_549&569-545&569_252&566_247&473_549&477-0_0_3_17_25_24_30_24-122-81.jpg,302850911458333333,90_93,247&473_549&569,545&569_252&566_247&473_549&477,0_0_3_17_25_24_30_24,122,81
0116493055556-90_263-230&458_406&525-406&525_236&515_230&458_403&460-0_0_3_24_25_30_32_33-96-24.jpg,0116493055556,90_263,230&458_406&525,406&525_236&515_230&458_403&460,0_0_3_24_25_30_32_33,96,24
0275227864583-88_91-241&437_526&535-526&523_247&535_241&449_523&437-0_0_3_17_25_25_30_32-158-183.jpg,0275227864583,88_91,241&437_526&535,526&523_247&535_241&449_523&437,0_0_3_17_25_25_30_32,158,183
0656477864583-90_267-78&403_547&544-543&536_84&544_78&409_547&403-0_0_3_25_26_30_32_32-69-235.jpg,0656477864583,90_267,78&403_547&544,543&536_84&544_78&409_547&403,0_0_3_25_26_30_32_32,69,235
0117057291667-93_97-229&476_415&539-415&539_232&527_229&476_412&483-0_0_3_25_26_27_33_32-137-81.jpg,0117057291667,93_97,229&476_415&539,415&539_232&527_229&476_412&483,0_0_3_25_26_27_33_32,137,81
0172634548611-90_91-265&449_480&530-479&528_265&530_265&449_480&455-0_0_3_25_32_32_27_27-147-85.jpg,0172634548611,90_91,265&449_480&530,479&528_265&530_265&449_480&455,0_0_3_25_32_32_27_27,147,85
0322873263889-90_263-206&397_552&491-552&491_215&480_206&397_549&401-0_0_5_24_31_24_30_32-98-81.jpg,0322873263889,90_263,206&397_552&491,552&491_215&480_206&397_549&401,0_0_5_24_31_24_30_32,98,81
00873480902778-90_268-263&415_424&470-424&468_263&470_264&418_420&415-0_0_3_24_31_26_32_32-110-19.jpg,00873480902778,90_268,263&415_424&470,424&468_263&470_264&418_420&415,0_0_3_24_31_26_32_32,110,19
0171180555556-89_90-199&426_431&501-431&493_199&501_199&432_431&426-0_0_3_24_33_29_25_33-100-47.jpg,0171180555556,89_90,199&426_431&501,431&493_199&501_199&432_431&426,0_0_3_24_33_29_25_33,100,47
00373372395833-90_96-276&514_387&548-387&548_276&547_276&516_384&514-0_0_3_26_25_31_33_32-157-19.jpg,00373372395833,90_96,276&514_387&548,387&548_276&547_276&516_384&514,0_0_3_26_25_31_33_32,157,19
3013118489583333334-92_95-271&493_466&561-459&561_271&553_271&493_466&493-0_0_3_24_33_29_26_26-143-95.jpg,3013118489583333334,92_95,271&493_466&561,459&561_271&553_271&493_466&493,0_0_3_24_33_29_26_26,143,95
303274305555555555-89_106-191&462_559&552-540&544_192&552_191&469_559&462-10_2_3_24_26_24_25_24-179-207.jpg,303274305555555555,89_106,191&462_559&552,540&544_192&552_191&469_559&462,10_2_3_24_26_24_25_24,179,207
0320909288194-91_266-174&418_499&517-496&517_178&502_174&418_499&430-1_0_3_24_33_31_29_31-108-134.jpg,0320909288194,91_266,174&418_499&517,496&517_178&502_174&418_499&430,1_0_3_24_33_31_29_31,108,134
0114236111111-90_264-293&454_481&515-481&506_298&515_293&454_478&454-0_0_3_24_33_26_24_32-98-10.jpg,0114236111111,90_264,293&454_481&515,481&506_298&515_293&454_478&454,0_0_3_24_33_26_24_32,98,10
3032842881944444444-88_95-163&456_492&557-488&544_175&557_163&466_492&456-0_0_3_24_25_24_30_29-86-132.jpg,3032842881944444444,88_95,163&456_492&557,488&544_175&557_163&466_492&456,0_0_3_24_25_24_30_29,86,132
00490885416667-92_92-329&464_445&506-443&506_329&501_332&464_445&473-0_0_3_26_24_33_27_33-98-23.jpg,00490885416667,92_92,329&464_445&506,443&506_329&501_332&464_445&473,0_0_3_26_24_33_27_33,98,23
0704253472222-90_92-92&442_580&587-576&585_94&587_92&442_580&442-0_0_3_24_25_24_30_29-110-219.jpg,0704253472222,90_92,92&442_580&587,576&585_94&587_92&442_580&442,0_0_3_24_25_24_30_29,110,219
0126117621528-90_102-221&390_418&455-418&453_234&455_221&393_406&390-0_0_3_24_25_30_30_32-115-230.jpg,0126117621528,90_102,221&390_418&455,418&453_234&455_221&393_406&390,0_0_3_24_25_30_30_32,115,230
3018229166666666668-92_96-220&451_444&534-444&534_227&523_220&451_440&462-0_0_3_26_32_31_31_30-163-144.jpg,3018229166666666668,92_96,220&451_444&534,444&534_227&523_220&451_440&462,0_0_3_26_32_31_31_30,163,144
0221354166667-91_270-204&491_459&578-459&578_204&578_205&491_456&496-0_0_5_24_31_24_32_33-92-80.jpg,0221354166667,91_270,204&491_459&578,459&578_204&578_205&491_456&496,0_0_5_24_31_24_32_33,92,80
02069878472222222-93_262-231&507_482&590-467&590_231&580_243&507_482&522-0_0_3_25_25_24_24_24-90-68.jpg,02069878472222222,93_262,231&507_482&590,467&590_231&580_243&507_482&522,0_0_3_25_25_24_24_24,90,68
021497395833333332-91_269-243&447_497&532-497&532_243&520_245&447_496&456-0_0_3_25_26_30_30_30-139-242.jpg,021497395833333332,91_269,243&447_497&532,497&532_243&520_245&447_496&456,0_0_3_25_26_30_30_30,139,242
0259722222222-90_267-281&389_553&485-551&474_281&485_285&389_553&390-0_0_3_25_27_32_30_30-92-44.jpg,0259722222222,90_267,281&389_553&485,551&474_281&485_285&389_553&390,0_0_3_25_27_32_30_30,92,44
023159722222222224-93_264-225&445_457&546-457&546_229&532_225&445_453&460-0_0_3_25_30_24_24_32-106-84.jpg,023159722222222224,93_264,225&445_457&546,457&546_229&532_225&445_453&460,0_0_3_25_30_24_24_32,106,84
0185677083333-89_254-186&450_434&526-434&526_204&520_186&456_414&450-0_0_3_25_29_32_32_32-93-70.jpg,0185677083333,89_254,186&450_434&526,434&526_204&520_186&456_414&450,0_0_3_25_29_32_32_32,93,70
0154947916667-90_269-240&479_450&553-450&553_241&546_240&479_444&480-0_0_3_24_31_26_32_32-114-22.jpg,0154947916667,90_269,240&479_450&553,450&553_241&546_240&479_444&480,0_0_3_24_31_26_32_32,114,22
3012649739583333333-90_94-263&450_464&514-461&512_263&514_271&456_464&450-0_0_3_24_26_29_33_30-54-35.jpg,3012649739583333333,90_94,263&450_464&514,461&512_263&514_271&456_464&450,0_0_3_24_26_29_33_30,54,35
3032421875-92_92-221&411_553&509-548&509_236&497_221&411_553&420-0_0_3_24_27_25_30_32-86-234.jpg,3032421875,92_92,221&411_553&509,548&509_236&497_221&411_553&420,0_0_3_24_27_25_30_32,86,234
0192599826389-90_269-188&496_438&574-438&569_189&574_188&499_438&496-0_0_3_24_29_25_29_29-80-39.jpg,0192599826389,90_269,188&496_438&574,438&569_189&574_188&499_438&496,0_0_3_24_29_25_29_29,80,39
00828559027778-90_268-249&384_415&434-414&434_249&430_250&384_415&384-0_0_3_24_33_29_25_31-133-6.jpg,00828559027778,90_268,249&384_415&434,414&434_249&430_250&384_415&384,0_0_3_24_33_29_25_31,133,6
0240625-89_269-231&357_495&449-495&437_233&449_231&367_490&357-29_0_5_25_31_29_29_29-101-79.jpg,0240625,89_269,231&357_495&449,495&437_233&449_231&367_490&357,29_0_5_25_31_29_29_29,101,79
0230034722222-91_265-243&430_508&517-502&517_243&509_250&430_508&438-0_0_3_24_26_28_31_24-130-9.jpg,0230034722222,91_265,243&430_508&517,502&517_243&509_250&430_508&438,0_0_3_24_26_28_31_24,130,9
0519140625-91_94-111&446_554&564-546&564_117&549_111&446_554&457-0_0_3_24_29_33_33_29-67-147.jpg,0519140625,91_94,111&446_554&564,546&564_117&549_111&446_554&457,0_0_3_24_29_33_33_29,67,147
0210373263889-89_263-203&334_465&415-462&408_212&415_203&341_465&334-0_0_3_24_29_33_30_33-88-111.jpg,0210373263889,89_263,203&334_465&415,462&408_212&415_203&341_465&334,0_0_3_24_29_33_30_33,88,111
3014098307291666667-91_102-269&486_482&553-482&553_280&549_269&488_471&486-0_0_3_26_26_24_24_32-81-71.jpg,3014098307291666667,91_102,269&486_482&553,482&553_280&549_269&488_471&486,0_0_3_26_26_24_24_32,81,71
0113389756944-90_268-224&425_414&485-414&485_225&482_224&425_413&428-0_0_3_24_24_24_28_33-81-37.jpg,0113389756944,90_268,224&425_414&485,414&485_225&482_224&425_413&428,0_0_3_24_24_24_28_33,81,37
04541666666666667-90_260-143&470_527&589-527&589_161&583_143&470_519&471-0_0_3_25_26_27_28_30-93-27.jpg,04541666666666667,90_260,143&470_527&589,527&589_161&583_143&470_519&471,0_0_3_25_26_27_28_30,93,27
0302267795139-91_264-212&436_525&534-524&534_218&523_212&436_525&446-0_0_3_24_30_29_31_31-167-73.jpg,0302267795139,91_264,212&436_525&534,524&534_218&523_212&436_525&446,0_0_3_24_30_29_31_31,167,73
0321907552083-90_265-198&473_539&569-527&562_204&569_198&478_539&473-0_0_3_24_27_25_30_32-89-29.jpg,0321907552083,90_265,198&473_539&569,527&562_204&569_198&478_539&473,0_0_3_24_27_25_30_32,89,29
30103125-88_93-283&453_459&512-459&503_287&512_283&462_455&453-0_0_3_24_30_25_29_25-148-81.jpg,30103125,88_93,283&453_459&512,459&503_287&512_283&462_455&453,0_0_3_24_30_25_29_25,148,81
0289735243056-90_90-183&397_521&483-504&483_183&478_183&397_521&398-0_0_3_24_33_26_24_32-80-76.jpg,0289735243056,90_90,183&397_521&483,504&483_183&478_183&397_521&398,0_0_3_24_33_26_24_32,80,76
0103515625-94_272-241&457_400&523-400&523_241&508_242&457_395&469-0_0_3_24_30_29_33_32-151-58.jpg,0103515625,94_272,241&457_400&523,400&523_241&508_242&457_395&469,0_0_3_24_30_29_33_32,151,58
3027595486111111112-92_111-181&468_470&564-470&564_210&550_181&480_440&468-0_0_3_24_24_27_33_33-126-262.jpg,3027595486111111112,92_111,181&468_470&564,470&564_210&550_181&480_440&468,0_0_3_24_24_27_33_33,126,262
0254817708333-89_265-210&465_519&548-515&548_217&548_210&471_519&465-1_0_5_29_31_29_26_26-70-61.jpg,0254817708333,89_265,210&465_519&548,515&548_217&548_210&471_519&465,1_0_5_29_31_29_26_26,70,61
3016475694444444446-90_111-251&476_459&555-459&555_276&555_251&491_431&476-0_0_3_24_25_31_30_33-146-23.jpg,3016475694444444446,90_111,251&476_459&555,459&555_276&555_251&491_431&476,0_0_3_24_25_31_30_33,146,23
014296875-90_90-218&404_434&471-434&469_218&471_218&404_434&408-0_0_3_24_32_32_25_29-117-51.jpg,014296875,90_90,218&404_434&471,434&469_218&471_218&404_434&408,0_0_3_24_32_32_25_29,117,51
0110590277778-90_262-290&449_472&511-472&511_297&506_290&449_465&451-0_0_3_25_24_26_24_32-155-101.jpg,0110590277778,90_262,290&449_472&511,472&511_297&506_290&449_465&451,0_0_3_25_24_26_24_32,155,101
0319422743056-90_93-176&468_535&558-532&558_180&558_176&472_535&468-0_0_3_24_33_25_27_24-100-234.jpg,0319422743056,90_93,176&468_535&558,532&558_180&558_176&472_535&468,0_0_3_24_33_25_27_24,100,234
0287413194444-88_266-215&465_523&559-523&550_222&559_215&478_522&465-0_0_3_24_25_32_29_25-80-283.jpg,0287413194444,88_266,215&465_523&559,523&550_222&559_215&478_522&465,0_0_3_24_25_32_29_25,80,283
301837673611111111-89_104-270&430_502&509-487&505_270&509_280&430_502&433-0_0_3_24_33_29_32_29-116-88.jpg,301837673611111111,89_104,270&430_502&509,487&505_270&509_280&430_502&433,0_0_3_24_33_29_32_29,116,88
0189019097222-90_262-259&402_519&476-519&472_267&476_259&404_517&402-0_0_3_17_25_24_33_25-114-69.jpg,0189019097222,90_262,259&402_519&476,519&472_267&476_259&404_517&402,0_0_3_17_25_24_33_25,114,69
0281814236111-89_266-159&444_461&538-459&526_165&538_159&450_461&444-0_0_3_24_33_32_32_27-142-284.jpg,0281814236111,89_266,159&444_461&538,459&526_165&538_159&450_461&444,0_0_3_24_33_32_32_27,142,284
02513671875-90_105-229&457_526&542-526&542_242&538_229&458_506&457-0_0_3_26_33_33_29_25-154-336.jpg,02513671875,90_105,229&457_526&542,526&542_242&538_229&458_506&457,0_0_3_26_33_33_29_25,154,336
3043863932291666664-90_92-173&461_558&576-556&575_173&576_178&468_558&461-1_0_3_30_24_29_32_26-95-187.jpg,3043863932291666664,90_92,173&461_558&576,556&575_173&576_178&468_558&461,1_0_3_30_24_29_32_26,95,187
303753689236111111-90_91-175&439_528&547-528&547_175&543_176&439_527&443-0_0_3_24_32_29_30_25-62-75.jpg,303753689236111111,90_91,175&439_528&547,528&547_175&543_176&439_527&443,0_0_3_24_32_29_30_25,62,75
0641818576389-90_269-143&468_598&610-595&610_144&604_143&468_598&474-0_0_3_17_25_24_32_24-91-242.jpg,0641818576389,90_269,143&468_598&610,595&610_144&604_143&468_598&474,0_0_3_17_25_24_32_24,91,242
012099609375-90_90-252&503_441&567-440&567_252&561_252&503_441&506-0_0_3_24_32_33_31_24-98-36.jpg,012099609375,90_90,252&503_441&567,440&567_252&561_252&503_441&506,0_0_3_24_32_33_31_24,98,36
0515755208333-90_92-105&464_571&575-568&575_125&567_105&464_571&469-0_0_3_24_26_28_33_24-80-130.jpg,0515755208333,90_92,105&464_571&575,568&575_125&567_105&464_571&469,0_0_3_24_26_28_33_24,80,130
0223079427083-90_260-188&340_455&424-455&424_199&414_188&342_449&340-0_0_3_24_33_32_25_27-105-72.jpg,0223079427083,90_260,188&340_455&424,455&424_199&414_188&342_449&340,0_0_3_24_33_32_25_27,105,72
3015347222222222222-90_99-249&469_470&539-470&536_253&539_249&473_461&469-0_0_3_24_29_32_30_33-70-41.jpg,3015347222222222222,90_99,249&469_470&539,470&536_253&539_249&473_461&469,0_0_3_24_29_32_30_33,70,41
009794921875-90_266-277&428_454&484-454&482_280&484_277&428_452&428-0_0_3_24_24_24_28_26-108-60.jpg,009794921875,90_266,277&428_454&484,454&482_280&484_277&428_452&428,0_0_3_24_24_24_28_26,108,60
0302083333333-90_96-166&441_486&536-478&536_166&530_168&441_486&443-0_0_3_25_33_30_30_30-70-410.jpg,0302083333333,90_96,166&441_486&536,478&536_166&530_168&441_486&443,0_0_3_25_33_30_30_30,70,410
303927408854166667-92_99-171&413_552&517-552&517_188&502_171&413_542&420-0_0_3_24_27_30_30_32-74-163.jpg,303927408854166667,92_99,171&413_552&517,552&517_188&502_171&413_542&420,0_0_3_24_27_30_30_32,74,163
3017884114583333333-90_95-226&409_472&482-468&480_226&482_228&409_472&418-0_0_3_24_30_25_29_25-95-69.jpg,3017884114583333333,90_95,226&409_472&482,468&480_226&482_228&409_472&418,0_0_3_24_30_25_29_25,95,69
3031167534722222223-92_94-199&479_533&573-533&573_216&560_199&485_530&479-0_0_3_17_25_24_25_25-134-162.jpg,3031167534722222223,92_94,199&479_533&573,533&573_216&560_199&485_530&479,0_0_3_17_25_24_25_25,134,162
0372591145833-90_267-177&409_531&515-530&515_182&515_177&409_531&413-0_0_3_24_33_27_25_28-135-74.jpg,0372591145833,90_267,177&409_531&515,530&515_182&515_177&409_531&413,0_0_3_24_33_27_25_28,135,74
0603255208333-91_93-183&436_635&571-635&571_183&557_185&436_631&443-0_0_3_24_31_33_24_26-62-113.jpg,0603255208333,91_93,183&436_635&571,635&571_183&557_185&436_631&443,0_0_3_24_31_33_24_26,62,113
0225423177083-90_261-173&407_450&489-450&489_184&488_173&407_446&411-0_0_3_24_32_26_26_24-145-45.jpg,0225423177083,90_261,173&407_450&489,450&489_184&488_173&407_446&411,0_0_3_24_32_26_26_24,145,45
0306098090278-91_268-154&319_464&419-455&419_154&413_158&319_464&330-0_0_3_24_33_26_33_26-102-69.jpg,0306098090278,91_268,154&319_464&419,455&419_154&413_158&319_464&330,0_0_3_24_33_26_33_26,102,69
303753689236111111-89_90-183&491_536&598-536&590_189&598_183&499_536&491-0_0_5_25_25_25_25_33-107-22.jpg,303753689236111111,89_90,183&491_536&598,536&590_189&598_183&499_536&491,0_0_5_25_25_25_25_33,107,22
3026258680555555556-90_90-257&428_532&525-532&525_259&525_257&428_532&437-0_0_3_24_30_30_32_30-184-196.jpg,3026258680555555556,90_90,257&428_532&525,532&525_259&525_257&428_532&437,0_0_3_24_30_30_32_30,184,196
0344292534722-90_90-205&428_539&532-539&532_205&530_205&428_539&435-0_0_3_25_29_32_32_32-87-520.jpg,0344292534722,90_90,205&428_539&532,539&532_205&530_205&428_539&435,0_0_3_25_29_32_32_32,87,520
0143402777778-91_96-196&467_420&531-420&531_199&526_196&467_415&468-0_0_3_24_29_27_29_25-93-145.jpg,0143402777778,91_96,196&467_420&531,420&531_199&526_196&467_415&468,0_0_3_24_29_27_29_25,93,145
0526746961806-90_102-101&465_612&569-595&569_115&562_101&465_612&476-0_0_3_24_26_33_27_25-81-187.jpg,0526746961806,90_102,101&465_612&569,595&569_115&562_101&465_612&476,0_0_3_24_26_33_27_25,81,187
3016640625-87_107-273&453_486&531-472&518_273&531_293&462_486&453-0_0_3_25_32_32_27_33-103-30.jpg,3016640625,87_107,273&453_486&531,472&518_273&531_293&462_486&453,0_0_3_25_32_32_27_33,103,30
0173697916667-90_264-232&421_464&496-464&496_237&482_232&421_463&421-0_0_3_17_25_24_32_25-137-74.jpg,0173697916667,90_264,232&421_464&496,464&496_237&482_232&421_463&421,0_0_3_17_25_24_32_25,137,74
00880208333333-90_90-306&468_475&520-475&519_306&520_306&468_474&468-0_0_3_17_25_24_25_25-169-43.jpg,00880208333333,90_90,306&468_475&520,475&519_306&520_306&468_474&468,0_0_3_17_25_24_25_25,169,43
00987413194444-90_253-253&426_435&481-435&481_267&478_253&426_429&426-0_0_3_24_33_25_26_24-86-25.jpg,00987413194444,90_253,253&426_435&481,435&481_267&478_253&426_429&426,0_0_3_24_33_25_26_24,86,25
301996853298611111-91_94-193&445_432&529-432&529_193&522_193&445_429&451-0_0_5_25_24_24_24_30-103-33.jpg,301996853298611111,91_94,193&445_432&529,432&529_193&522_193&445_429&451,0_0_5_25_24_24_24_30,103,33
0171918402778-90_93-249&431_482&505-479&505_249&501_252&431_482&437-0_0_3_26_24_27_30_30-98-41.jpg,0171918402778,90_93,249&431_482&505,479&505_249&501_252&431_482&437,0_0_3_26_24_27_30_30,98,41
0141927083333-90_263-238&499_456&564-456&563_244&564_238&502_454&499-0_0_3_24_32_32_32_24-98-16.jpg,0141927083333,90_263,238&499_456&564,456&563_244&564_238&502_454&499,0_0_3_24_32_32_32_24,98,16
